fact_id,food_beverage_id,polymer_id,biocoagulation_id,biological_sample_id,food_item,food_category,sample_preparation,quality_parameter,particle_number_numeric,size_range_um_standardized,polymer_type_standardized,detection_method_standardized,source_table
MP_0090,FW_0090,POLY_090,BC_090,BS_090,Mussel (M. galloprovincialis - coastal area),Marine animal origin,"Digestion: 5% w/v Tween 20 (20 rpm, 10 min + 50°C, 2 h) + 1:4 v/v protease P3111 in 0.1 M glycine buffer mixture at pH 9.0 (50 °C, 48 h) + 20% KOH (50 °C, 36 h); density separation: NaI solution (ρ = 1.8 g/mL)","Recovery (PE 94%, PP 86%, PVC 90%)",1.06,> 20 µm,PE,Optical microscopy,food_water_beverages
MP_0091,FW_0091,POLY_091,BC_091,BS_091,Mussel (M. galloprovincialis - offshore),Marine animal origin,"Digestion: 5% w/v Tween 20 (20 rpm, 10 min + 50°C, 2 h) + 1:4 v/v protease P3111 in 0.1 M glycine buffer mixture at pH 9.0 (50 °C, 48 h) + 20% KOH (50 °C, 36 h); density separation: NaI solution (ρ = 1.8 g/mL)","Recovery (PE 94%, PP 86%, PVC 90%)",0.65,> 20 µm,PE,Optical microscopy,food_water_beverages
MP_0092,FW_0092,POLY_092,BC_092,BS_092,Mussel (M. galloprovincialis),Marine animal origin,"Drying: (60°C, 24 h); density separation: NaCl (ρ = 1.2 g /mL); filtration; digestion; 15% H2O2","Recovery (<100 µm >90%, >100 µm 95%)",0,10–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0093,FW_0093,POLY_093,BC_093,BS_093,Mussel (M. galloprovincialis),Marine animal origin,"Digestion: 30% H2O2 (60°C, 1 h + 80 rpm, untill complete digestion); density separation: NaCl",Not Reported,0.05,Fibers: 530 ± 470 µm; Particles: 60.01 ± 38 µm,UNKNOWN,Epifluorence reverse microscopy,food_water_beverages
MP_0094,FW_0094,POLY_094,BC_094,BS_094,Mussel (M. galloprovincialis),Marine animal origin,"Digestion: 30% H2O2 (55–65°C, until complete evaporation of H2O2)","Recovery (PP 100%, PET 100%, PVC 90%, PE 80%, PS 60% // MP size 300 - 1000 µm)",1.9,< 1000 µm,PE,Optical microscopy,food_water_beverages
MP_0095,FW_0095,POLY_095,BC_095,BS_095,Mussel (M. galloprovincialis),Marine animal origin,"Digestion: 10% KOH (sonication 5 min; incubation 90 rpm, 24 h, 60°C)","Recovery (PP 98.6, PE 98.3, PS 97.7, PVC 96.7)",1.9,25–5000 µm,CP,Optical microscopy,food_water_beverages
MP_0096,FW_0096,POLY_096,BC_096,BS_096,Mussel (M. galloprovincialis),Marine animal origin,"Digestion: 30% H2O2 (80 rpm, 65°C, 24–48 h); density separation: NaCl solution",Not Reported,2.4,5–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0097,FW_0097,POLY_097,BC_097,BS_097,Mussel (M. galloprovincialis),Marine animal origin,"Digestion: 10% KOH (rt, 48 h)",Not Reported,0.03,1200 µm,PES,Optical microscopy,food_water_beverages
MP_0098,FW_0098,POLY_098,BC_098,BS_098,Mussel (M. galloprovincialis),Marine animal origin,"Digestion: 30% H2O2 (50°C, 48 h)",Not Reported,6.2,750–6000 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0099,FW_0099,POLY_099,BC_099,BS_099,Mussel (M. galloprovincialis),Marine animal origin,"Digestion: 10% KOH (sonication 5 min; incubation 90 rpm, 60°C, 24 h)",Not Reported,1.4,57–8639 µm,RY,Optical microscopy,food_water_beverages
MP_0100,FW_0100,POLY_100,BC_100,BS_100,"Mussel (M. galloprovincialis), clam (R. decussatus), oyster (C. gigas)",Marine animal origin,"Digestion: 10% KOH (80 rpm, 65°C, 24 h); density separation: NaCl (ρ = 140 g/L)",Not Reported,703.95,50–5000 µm,PP,Optical microscopy,food_water_beverages
MP_0101,FW_0101,POLY_101,BC_101,BS_101,"Mussel (M. galloprovincialis), clam (R. philippinarum, Re. lusoria, S. subcrenata), oyster (c. gigas), razor clam (S. constricta), sea snail (B. canaliculatus)",Marine animal origin,"Digestion: 10% KOH (sonication 5 min; incubation 90 rpm, 24 h, 60°C)",Not Reported,1.2,10–4377 µm,RY,Optical microscopy,food_water_beverages
MP_0102,FW_0102,POLY_102,BC_102,BS_102,"Mussel (M. galloprovincialis, M. edulis - Fresh)",Marine animal origin,"Digestion: 30% H2O2; (65°C, 36–48 h)",Recovery (96%),0.4,150–6000 µm,PE,Optical microscopy,food_water_beverages
MP_0103,FW_0103,POLY_103,BC_103,BS_103,"Mussel (M. galloprovincialis, M. edulis, M. chilensis - Processed)",Marine animal origin,"Digestion: 30% H2O2; (65°C, 36–48 h)",Recovery (96%),0.17,150–6000 µm,PE,Optical microscopy,food_water_beverages
MP_0104,FW_0104,POLY_104,BC_104,BS_104,Mussel (M. modiolus),Marine animal origin,"Digestion: 19.3 UHb/mL Corolase® 7089 enzyme mixture (60°C, 24 h)",Not Reported,3.5,Not Reported,PET,Optical microscopy,food_water_beverages
MP_0105,FW_0105,POLY_105,BC_105,BS_105,Mussel (Mytilus spp),Marine animal origin,"Digestion: 10% KOH (140 rpm, 60°C, 24 h)","Degradation test of different polymers; LOD (fiber 7.64, fragment 2.36); LOQ (fiber 21.37, fragment 23.92)",0,70–3870 µm,CP,Optical microscopy,food_water_beverages
MP_0106,FW_0106,POLY_106,BC_106,BS_106,Mussel (Mytilus spp),Marine animal origin,"Digestion: 9.6 UHb/mL Corolase® 7089 enzyme mixture (60°C, 24 h)",Not Reported,3.2,Not Reported,PET,Optical microscopy,food_water_beverages
MP_0107,FW_0107,POLY_107,BC_107,BS_107,Mussel (P. canaliculus),Marine animal origin,"Digestion: 69% NHO3 (rt, 24 h + 100°C, 2 h); dilution: water (80°C)",Not Reported,0,50–700 µm,PE,Optical microscopy,food_water_beverages
MP_0108,FW_0108,POLY_108,BC_108,BS_108,Mussel (P. perna),Marine animal origin,"Digestion: 10% KOH + 30% H2O2 (40°C, 72 h)",Recovery (100%),0.87,Not Reported,PE,Optical microscopy,food_water_beverages
MP_0109,FW_0109,POLY_109,BC_109,BS_109,"Mussel (P. perna, farmed depurated)",Marine animal origin,"Digestion: 30% H2O2 (rt, 7 days); density separation: NaCl",Not Reported,18.4,> 45 µm,PA,Optical microscopy,food_water_beverages
MP_0110,FW_0110,POLY_110,BC_110,BS_110,"Mussel (P. perna, farmed not depurated)",Marine animal origin,"Digestion: 30% H2O2 (rt, 7 days); density separation: NaCl",Not Reported,25.9,> 45 µm,PA,Optical microscopy,food_water_beverages
MP_0111,FW_0111,POLY_111,BC_111,BS_111,"Mussel (P. perna, wild depurated)",Marine animal origin,"Digestion: 30% H2O2 (rt, 7 days); density separation: NaCl",Not Reported,16.6,> 45 µm,PA,Optical microscopy,food_water_beverages
MP_0112,FW_0112,POLY_112,BC_112,BS_112,"Mussel (P. perna, wild not depurated)",Marine animal origin,"Digestion: 30% H2O2 (rt, 7 days); density separation: NaCl",Not Reported,31.2,> 45 µm,PA,Optical microscopy,food_water_beverages
MP_0113,FW_0113,POLY_113,BC_113,BS_113,Mussel (P. viridis),Marine animal origin,"Digestion: 10% KOH (125 rpm, 40°C, 72 h); staining: Nile red 5 µg/mL (30 min)",Not Reported,3.28,21.06–1500 µm,PU,Fluorescence microscopy,food_water_beverages
MP_0114,FW_0114,POLY_114,BC_114,BS_114,Mussel (P. viridis),Marine animal origin,"Digestion: 10% KOH + 14% EDTA + 30% H2O2 (40°C, 48 h)","Recovery (PP 94.0 ± 8.94, PE 92.0 ± 4.47, PS 96.0 ± 5.48, PA 100 ± 0.00, PMMA 98.0 ± 8.37, PET 100 ± 0.00, PVC 96.0 ± 5.48)",32.7,>30 µm,PP,Optical microscopy,food_water_beverages
MP_0115,FW_0115,POLY_115,BC_115,BS_115,Mussel (P. viridis),Marine animal origin,"Digestion: 10% KOH + 30% H2O2 (40°C, 72 h)",Recovery (100%),0.87,Not Reported,PE,Optical microscopy,food_water_beverages
MP_0116,FW_0116,POLY_116,BC_116,BS_116,Mussel (P. viridis),Marine animal origin,"Digestion: 10% KOH (60°C, 24 h); density separation: 50% KI",Not Reported,2.06,Not Reported,PP,µ-FTIR,food_water_beverages
MP_0117,FW_0117,POLY_117,BC_117,BS_117,Mussel (Stuffed),Marine animal origin,"Digestion: KOH/NaClO/H2O2 1:1:5 (rt, 10 days); density separatio: NaI (ρ = 1.6 g/mL)",Not Reported,0.63,500–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0118,FW_0118,POLY_118,BC_118,BS_118,"Mussels (C. meridionalis, M. meridionalis)",Marine animal origin,"Digestion: 10% KOH (60°C, 48 h)",Recovery (85 - 90%),3.83,250–1000 µm,PET,Optical microscopy,food_water_beverages
MP_0119,FW_0119,POLY_119,BC_119,BS_119,"Mussels (M. edulis, M. galloprovincialis - Wild)",Marine animal origin,"Digestion: 10% KOH (60°C, 24 h)",Not Reported,0.41,Not Reported,PS,Optical microscopy,food_water_beverages
MP_0120,FW_0120,POLY_120,BC_120,BS_120,Mussels (M. galloprovincialis),Marine animal origin,"Digestion: 10% KOH (50°C, untill complete digestion); density separation: NaCl (ρ = 1.2 g /mL)",Recovery (95%),3.8,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0121,FW_0121,POLY_121,BC_121,BS_121,"Mussels (M. galloprovincialis, C. meridionalis, A. ater)",Marine animal origin,"Digestion: 10% KOH (60°C, 24 h)",Not Reported,4.27,50–1000 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0122,FW_0122,POLY_122,BC_122,BS_122,Northern whiting (S. sihama),Marine animal origin,"Digestion: 35% H2O2; 4% KOH (60°C, 72 h) + 68% HClO4 and 65% HNO3 (Few minutes)",Not Reported,16,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0123,FW_0123,POLY_123,BC_123,BS_123,Obtuse barracuda (S. obtusata),Marine animal origin,"Digestion: 10% KOH (60°C, 24 h)",Not Reported,0,115–210 µm,PE,Optical microscopy,food_water_beverages
MP_0124,FW_0124,POLY_124,BC_124,BS_124,Orange-spotted grouper (E. coioides),Marine animal origin,"Digestion: 10% KOH (40°C, 48 h)",Not Reported,7.75,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0125,FW_0125,POLY_125,BC_125,BS_125,Orange-spotted grouper (E. coioides),Marine animal origin,"Digestion: 10% KOH (40°C, 48 h)",Not Reported,0.158,Fibers 50–8000 µm; Fragments <500 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0126,FW_0126,POLY_126,BC_126,BS_126,Orient clam (M. lusoria),Marine animal origin,"Digestion: 30% H2O2 (80 rpm, 65°C, 24–48 h); density separation: NaCl solution",Not Reported,4.1,5–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0127,FW_0127,POLY_127,BC_127,BS_127,Oyster,Marine animal origin,"Digestion: lipase, protease (200 rpm, 60°C, 24 h); density separation NaCL (ρ = 1.2 g/mL)","Recovery (PE 100%, PP 97 ± 6%, EPS 90 ± 10%, polyester 60 ± 10%)",1.13,50–1000 µm,PE,µ-FTIR,food_water_beverages
MP_0128,FW_0128,POLY_128,BC_128,BS_128,Oyster (A. plicatula),Marine animal origin,"Digestion: 30% H2O2 (80 rpm, 65°C, 24–48 h); density separation: NaCl solution",Not Reported,5.7,5–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0129,FW_0129,POLY_129,BC_129,BS_129,Oyster (Background area),Marine animal origin,"Digestion: 10% KOH (70 rpm, 60–65°C, 24 h + rt, 24 h); density separation: saturated NaI solution; staining: 0.1 µg/L Nile red",Not Reported,0.06,100–500 µm,PET,Optical microscopy,food_water_beverages
MP_0130,FW_0130,POLY_130,BC_130,BS_130,Oyster (C. gasar - Epatopancreas),Marine animal origin,"Digestion: 10% KOH (40°C, 48 h); density separation: NaCl",Not Reported,0.64,30–5000 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0131,FW_0131,POLY_131,BC_131,BS_131,"Oyster (C. gigas - Depurated, 3 days)",Marine animal origin,"Digestion: 69% NHO3 (rt, 24h + 100°C, 2 h); dilution: water (1:10 v/v, 80°C)",Not Reported,0.35,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0132,FW_0132,POLY_132,BC_132,BS_132,Oyster (C. gigas - Untreated),Marine animal origin,"Digestion: 69% NHO3 (rt, 24h + 100°C, 2 h); dilution: water (1:10 v/v, 80°C)",Not Reported,0.47,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0133,FW_0133,POLY_133,BC_133,BS_133,Oyster (C. gigas),Marine animal origin,Digestions: 10% KOH (24 h); density separation: NaCl (ρ = 1.2 g/cm3),Not Reported,10.95,Not Reported,PET,Optical microscopy,food_water_beverages
MP_0134,FW_0134,POLY_134,BC_134,BS_134,Oyster (C. gigas),Marine animal origin,"Digestion: 30% H2O2 (60°C, 1 h + 80 rpm, untill complete digestion); density separation: NaCl",Not Reported,0,Fibers: 530 ± 470 µm; Particles: 60.01 ± 38 µm,UNKNOWN,Epifluorence reverse microscopy,food_water_beverages
MP_0135,FW_0135,POLY_135,BC_135,BS_135,Oyster (C. gigas),Marine animal origin,"Digestion: 10% KOH (100 rpm, 60°C, 24 h); density separation: lithium metatungstate (ρ = 1.6 g/cm3)","Recovery (PE 100%, EPS 100%, PP 93 ± 6%, PA-6 93 ± 6%, PES 90 ± 14%); LOD (PE 0.24, PP 0.24, PS 0.24, PES 0.51, PEVA 0.51)",0.77,100–200 µm,PE,µ-FTIR,food_water_beverages
MP_0136,FW_0136,POLY_136,BC_136,BS_136,Oyster (C. gigas),Marine animal origin,"Digestion: 10% KOH (60°C, 24 h); density separation: CaCl2 (ρ = 1.4 g/mL)",Not Reported,0.1,10–5000 µm,PES,Optical microscopy,food_water_beverages
MP_0137,FW_0137,POLY_137,BC_137,BS_137,Oyster (C. gigas),Marine animal origin,"Microwave assisted digestion: 65% HNO3, 30% H2O5",Recovery (34%),30,10–5000 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0138,FW_0138,POLY_138,BC_138,BS_138,Oyster (C. gigas),Marine animal origin,"Digestion: 30% H2O2 (80 rpm, 65°C, 24 h); density separation: 25% saline solution",Not Reported,0.04,50–150 µm,PP,Optical microscopy,food_water_beverages
MP_0139,FW_0139,POLY_139,BC_139,BS_139,Oyster (C. gigas),Marine animal origin,"Digestion: 10% KOH (60°C, 24 h); density separation: as such (4 h) + 50% KI (4 h)","Recovery (PE ~100%, PP ~75%, PVC ~85%)",2.1,50–100 µm,PE,µ-FTIR,food_water_beverages
MP_0140,FW_0140,POLY_140,BC_140,BS_140,Oyster (C. gigas),Marine animal origin,"Digestion: 10% KOH (135 rpm, 60°C, 24 h); ASE dichloromethane (180°C, 1500 psi)","Recovery (PS 83.1 ± 17.9, PE 85.7 ± 6.5, PP 78.3 ± 18.5, PVC 86.5 ± 13.1, PMMA 100.7 ± 14.5, PET 32.1 ± 11); Linearity and linearity range (R2 ≥ 0.98, 0.02 - 10 μg); LOD (PS 0.05 - 0.70 μg, PE 0.62 - 8.05 μg, PVC 0.81 -10.82 μg, PP 0.07 - 10.82 μg, PMMA 0.74 - 13.96 μg); LOQ (PS 0.07 - 0.96 μg, PE 0.72 - 9.41 μg, PVC 0.83 - 10.93 μg, PP 0.19 - 2.45 μg, PMMA 1.86 - 24.29 μg)",0,Not Reported,PS,Py-GC/MS,food_water_beverages
MP_0141,FW_0141,POLY_141,BC_141,BS_141,Oyster (C. gigas),Marine animal origin,"Digestion: 10% KOH (135 rpm, 60°C, 24 h)",Not Reported,0,159–2236 µm,PP,Optical microscopy,food_water_beverages
MP_0142,FW_0142,POLY_142,BC_142,BS_142,Oyster (C. gigas),Marine animal origin,"Digestion: 10% KOH (135 rpm, 60°C, 24 h); sequential filtration (size fractions > 22 μm / 1–22 μm / < 1 μm); ASE dichloromethane (180 °C, 1500 psi)","Linearity and linearity range (R2 ≥ 0.98, 0.02 - 10 μg); LOD (PS 0.45 µg/g, PE 0.57 µg/g, PVC 0.66 µg/g, PP 0.53 µg/g, PMMA 0.60 µg/g); LOQ (PS 0.61 µg/g, PE 5.97 µg/g, PVC 6.94 µg/g, PP 1.56 µg/g, PMMA 15.42 µg/g)",0,> 22 µm,PP,Py-GC/MS,food_water_beverages
MP_0143,FW_0143,POLY_143,BC_143,BS_143,Oyster (C. gigas),Marine animal origin,"Digestion: 10% KOH (135 rpm, 60°C, 24 h); sequential filtration (size fractions > 22 μm / 1–22 μm / < 1 μm); ASE dichloromethane (180 °C, 1500 psi)","Linearity and linearity range (R2 ≥ 0.98, 0.02 - 10 μg); LOD (PS 0.45 µg/g, PE 0.57 µg/g, PVC 0.66 µg/g, PP 0.53 µg/g, PMMA 0.60 µg/g); LOQ (PS 0.61 µg/g, PE 5.97 µg/g, PVC 6.94 µg/g, PP 1.56 µg/g, PMMA 15.42 µg/g)",0,1–22 µm,PP,Py-GC/MS,food_water_beverages
MP_0144,FW_0144,POLY_144,BC_144,BS_144,Oyster (C. gigas),Marine animal origin,"Digestion: 10% KOH (135 rpm, 60°C, 24 h); sequential filtration (size fractions > 22 μm / 1–22 μm / < 1 μm); ASE dichloromethane (180 °C, 1500 psi)","Linearity and linearity range (R2 ≥ 0.98, 0.02 - 10 μg); LOD (PS 0.45 µg/g, PE 0.57 µg/g, PVC 0.66 µg/g, PP 0.53 µg/g, PMMA 0.60 µg/g); LOQ (PS 0.61 µg/g, PE 5.97 µg/g, PVC 6.94 µg/g, PP 1.56 µg/g, PMMA 15.42 µg/g)",0,< 1 µm,PP,Py-GC/MS,food_water_beverages
MP_0145,FW_0145,POLY_145,BC_145,BS_145,Oyster (C. gigas),Marine animal origin,Digestion:10% KOH (60°C),Not Reported,0.6,> 500 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0146,FW_0146,POLY_146,BC_146,BS_146,"Oyster (C. gigas, C. angulate, C. hongkongensis, C. sikamea)",Marine animal origin,"Digestion: 10% KOH + 30% H2O2 (60°C, 48 h)",Not Reported,2.93,20.34–4807.22 µm,CP,Optical microscopy,food_water_beverages
MP_0147,FW_0147,POLY_147,BC_147,BS_147,Oyster (C. hongkongensis),Marine animal origin,"Digestion: 10% KOH (80 rpm, 40°C, 48–96 h)",Not Reported,3.2,Not Reported,RY,Optical microscopy,food_water_beverages
MP_0148,FW_0148,POLY_148,BC_148,BS_148,Oyster (C. virginica),Marine animal origin,"Digestion: 30% H2O2 (80 rpm, 65°C, 24 h)","Recovery (PA-6 91%, PP 92%)",7.6,Not Reported,UNKNOWN,"Optical microscopy,",food_water_beverages
MP_0149,FW_0149,POLY_149,BC_149,BS_149,Oyster (O. denselamellosa),Marine animal origin,"Digestion: 10% KOH + 30% H2O2 (60°C, 24 h)",Not Reported,1.67,74–2000 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0150,FW_0150,POLY_150,BC_150,BS_150,Oyster (O. edulis),Marine animal origin,"Drying: (60°C, 24 h); density separation: NaCl (ρ = 1.2 g /mL); filtration; digestion; 15% H2O2","Recovery (<100 µm >90%, >100 µm 95%)",0,11–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0151,FW_0151,POLY_151,BC_151,BS_151,Oyster (P. radiata),Marine animal origin,Digestion: 30% H2O2,Not Reported,3.9,10–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0152,FW_0152,POLY_152,BC_152,BS_152,Oyster (Port area),Marine animal origin,"Digestion: 10% KOH (70 rpm, 60–65°C, 24 h + rt, 24 h); density separation: saturated NaI solution; staining: 0.1 µg/L Nile red",Not Reported,0.15,100–500 µm,PET,Optical microscopy,food_water_beverages
MP_0153,FW_0153,POLY_153,BC_153,BS_153,Oyster (S. cucullata),Marine animal origin,"Digestion: 10% KOH (80 rpm, 65°C, 24 h); density separation: NaCl",Not Reported,1.4,Not Reported,PET,Optical microscopy,food_water_beverages
MP_0154,FW_0154,POLY_154,BC_154,BS_154,Oyster (S. forskalii - Coastal fishery village),Marine animal origin,"Digestion: 69% NHO3 (rt, 24 h + 100°C, 2 h); dilution: water (1:10 v/v, 80°C)",Not Reported,0.57,Not Reported,PS,Optical microscopy,food_water_beverages
MP_0155,FW_0155,POLY_155,BC_155,BS_155,Oyster (S. forskalii - Royal Thai Naval base),Marine animal origin,"Digestion: 69% NHO3 (rt, 24 h + 100°C, 2 h); dilution: water (1:10 v/v, 80°C)",Not Reported,0.43,Not Reported,PS,Optical microscopy,food_water_beverages
MP_0156,FW_0156,POLY_156,BC_156,BS_156,Oyster (S. forskalii - Tourist destination),Marine animal origin,"Digestion: 69% NHO3 (rt, 24 h + 100°C, 2 h); dilution: water (1:10 v/v, 80°C)",Not Reported,0.37,Not Reported,PS,Optical microscopy,food_water_beverages
MP_0157,FW_0157,POLY_157,BC_157,BS_157,Patagonian scallops (Z. patagonica),Marine animal origin,"Digestion: 30% H2O2 (80 rpm, 65°C, 24 h + rt, 24–48 h)",Not Reported,0.32,10–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0158,FW_0158,POLY_158,BC_158,BS_158,Periwinkle (L. littorea),Marine animal origin,"Microwave assisted digestion: 65% HNO3, 30% H2O4",Recovery (34%),2,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0159,FW_0159,POLY_159,BC_159,BS_159,Periwinkle (L. littorea),Marine animal origin,"Microwave assisted digestion: 65% HNO3, 30% H2O3",Recovery (34%),20,10–5000 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0160,FW_0160,POLY_160,BC_160,BS_160,Periwinkle (Littoraria sp - Coastal fishery village),Marine animal origin,"Digestion: 69% NHO3 (rt, 24 h + 100°C, 2 h); dilution: water (1:10 v/v, 80°C)",Not Reported,0.23,Not Reported,PS,Optical microscopy,food_water_beverages
MP_0161,FW_0161,POLY_161,BC_161,BS_161,Periwinkle (Littoraria sp - Royal Thai Naval base),Marine animal origin,"Digestion: 69% NHO3 (rt, 24 h + 100°C, 2 h); dilution: water (1:10 v/v, 80°C)",Not Reported,0.17,Not Reported,PS,Optical microscopy,food_water_beverages
MP_0162,FW_0162,POLY_162,BC_162,BS_162,Plaice (P. platessa),Marine animal origin,"Digestion: 30% H2O2 (80 rpm, 65°C, 24 h + rt, 24–48 h)",Not Reported,0.77,8–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0163,FW_0163,POLY_163,BC_163,BS_163,Prawn (P. aemisulcatus),Marine animal origin,"Digestion: 10% KOH (40°C, 48 h)",Not Reported,0.36,Fibers 50–8000 µm; Fragments <500 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0164,FW_0164,POLY_164,BC_164,BS_164,Prawn (P. esculentus),Marine animal origin,"Digestion: 10% KOH (135 rpm, 60°C, 24 h); ASE dichloromethane (180°C, 1500 psi)","Recovery (PS 83.1 ± 17.9, PE 85.7 ± 6.5, PP 78.3 ± 18.5, PVC 86.5 ± 13.1, PMMA 100.7 ± 14.5, PET 32.1 ± 11); Linearity and linearity range (R2 ≥ 0.98, 0.02 - 10 μg); LOD (PS 0.05 - 0.70 μg, PE 0.62 - 8.05 μg, PVC 0.81 -10.82 μg, PP 0.07 - 10.82 μg, PMMA 0.74 - 13.96 μg); LOQ (PS 0.07 - 0.96 μg, PE 0.72 - 9.41 μg, PVC 0.83 - 10.93 μg, PP 0.19 - 2.45 μg, PMMA 1.86 - 24.29 μg)",0,Not Reported,PS,Py-GC/MS,food_water_beverages
MP_0165,FW_0165,POLY_165,BC_165,BS_165,Prawn (P. indicus),Marine animal origin,"Digestion: 35% H2O2; 4% KOH (60°C, 72 h) + 68% HClO4 and 65% HNO3 (Few minutes)",Not Reported,13.8,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0166,FW_0166,POLY_166,BC_166,BS_166,Prawn (P. kerathurus),Marine animal origin,"Drying: (60°C, 24 h); density separation: NaCl (ρ = 1.2 g /mL); filtration; digestion; 15% H2O2","Recovery (<100 µm >90%, > 100 µm 95%)",1,13–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0167,FW_0167,POLY_167,BC_167,BS_167,Prawn (S. semisulcatus),Marine animal origin,"Digestion: 35% H2O2; 4% KOH (60°C, 72 h) + 68% HClO4 and 65% HNO3 (Few minutes)",Not Reported,12,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0168,FW_0168,POLY_168,BC_168,BS_168,Rainbow sardine (D. acuta),Marine animal origin,"Digestion: 10% KOH (60°C, 24 h)",Not Reported,0.1,115–210 µm,PE,Optical microscopy,food_water_beverages
MP_0169,FW_0169,POLY_169,BC_169,BS_169,Razor clams (S. patula),Marine animal origin,Digestions: 10% KOH (24 h); density separation: NaCl (ρ = 1.2 g/cm3),Not Reported,8.84,Not Reported,PET,Optical microscopy,food_water_beverages
MP_0170,FW_0170,POLY_170,BC_170,BS_170,Sardine (S. longiceps),Marine animal origin,"Digestion: 10% KOH (60°C, 24 h)",Not Reported,0.1,115–210 µm,PE,Optical microscopy,food_water_beverages
MP_0171,FW_0171,POLY_171,BC_171,BS_171,Sardines (S. neopilchardus),Marine animal origin,"Digestion: 10% KOH (135 rpm, 60°C, 24 h); ASE dichloromethane (180°C, 1500 psi)","Recovery (PS 83.1 ± 17.9, PE 85.7 ± 6.5, PP 78.3 ± 18.5, PVC 86.5 ± 13.1, PMMA 100.7 ± 14.5, PET 32.1 ± 11); Linearity and linearity range (R2 ≥ 0.98, 0.02 - 10 μg); LOD (PS 0.05 - 0.70 μg, PE 0.62 - 8.05 μg, PVC 0.81 -10.82 μg, PP 0.07 - 10.82 μg, PMMA 0.74 - 13.96 μg); LOQ (PS 0.07 - 0.96 μg, PE 0.72 - 9.41 μg, PVC 0.83 - 10.93 μg, PP 0.19 - 2.45 μg, PMMA 1.86 - 24.29 μg)",0,Not Reported,PS,Py-GC/MS,food_water_beverages
MP_0172,FW_0172,POLY_172,BC_172,BS_172,Scallop (C. farreri),Marine animal origin,"Digestion: 10% KOH (sonication 5 min; incubation 90 rpm, 24 h, 60°C)","Recovery (PP 98.6, PE 98.3, PS 97.7, PVC 96.7)",5.2,25–5000 µm,CP,Optical microscopy,food_water_beverages
MP_0173,FW_0173,POLY_173,BC_173,BS_173,Scallop (P. yessoensis),Marine animal origin,"Digestion: 10% KOH (100 rpm, 60°C, 24 h); density separation: lithium metatungstate (ρ = 1.6 g/cm3)","Recovery (PE 100%, EPS 100%, PP 93 ± 6%, PA-6 93 ± 6%, PES 90 ± 14%); LOD (PE 0.24, PP 0.24, PS 0.24, PES 0.51, PEVA 0.51)",1.21,100–200 µm,PE,µ-FTIR,food_water_beverages
MP_0174,FW_0174,POLY_174,BC_174,BS_174,Scallop (P. yessoensis),Marine animal origin,"Digestion: 30% H2O2 (80 rpm, 65°C, 24–48 h); density separation: NaCl solution",Not Reported,2.3,5–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0175,FW_0175,POLY_175,BC_175,BS_175,Scampi (N. norvegicus),Marine animal origin,"Drying: (60°C, 24 h); density separation: NaCl (ρ = 1.2 g /mL); filtration; digestion; 15% H2O2","Recovery (<100 µm >90%, > 100 µm 95%)",1,14–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0176,FW_0176,POLY_176,BC_176,BS_176,Scottish scallops (P. maximus),Marine animal origin,"Digestion: 30% H2O2 (80 rpm, 65°C, 24 h + rt, 24–48 h)",Not Reported,0.17,9–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0177,FW_0177,POLY_177,BC_177,BS_177,Sea bass (S. scriba),Marine animal origin,"Digestion: 10% KOH (60°C, 24h)",Not Reported,6.03,> 0.45 µm,UNKNOWN,Raman,food_water_beverages
